Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
LP001800,2510,1983.0,140.0,180.0,1.0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
LP001806,2965,5701.0,155.0,60.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
LP001807,6250,1300.0,108.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
LP001811,3406,4417.0,123.0,360.0,1.0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
LP001813,6050,4333.0,120.0,180.0,1.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
LP001814,9703,0.0,112.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP001819,6608,0.0,137.0,180.0,1.0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
LP001824,2882,1843.0,123.0,480.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
LP001825,1809,1868.0,90.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP001835,1668,3890.0,201.0,360.0,0.0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
LP001836,3427,0.0,138.0,360.0,1.0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
LP001841,2583,2167.0,104.0,360.0,1.0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0
LP001843,2661,7101.0,279.0,180.0,1.0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
LP001844,16250,0.0,192.0,360.0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
LP001846,3083,0.0,255.0,360.0,1.0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
LP001849,6045,0.0,115.0,360.0,0.0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
LP001854,5250,0.0,94.0,360.0,1.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
LP001859,14683,2100.0,304.0,360.0,1.0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP001864,4931,0.0,128.0,360.0,1.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
LP001865,6083,4250.0,330.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
LP001868,2060,2209.0,134.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP001870,3481,0.0,155.0,36.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
LP001871,7200,0.0,120.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
LP001872,5166,0.0,128.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0
LP001875,4095,3447.0,151.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP001877,4708,1387.0,150.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP001882,4333,1811.0,160.0,360.0,0.0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
LP001883,3418,0.0,135.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
LP001884,2876,1560.0,90.0,360.0,1.0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
LP001888,3237,0.0,30.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
LP001891,11146,0.0,136.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP001892,2833,1857.0,126.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP001894,2620,2223.0,150.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP001896,3900,0.0,90.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP001900,2750,1842.0,115.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
LP001903,3993,3274.0,207.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP001904,3103,1300.0,80.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP001907,14583,0.0,436.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP001908,4100,0.0,124.0,360.0,1.0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0
LP001910,4053,2426.0,158.0,360.0,0.0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
LP001914,3927,800.0,112.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP001915,2301,985.7999877999998,78.0,180.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP001917,1811,1666.0,54.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
LP001922,20667,0.0,126.0,360.0,1.0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP001924,3158,3053.0,89.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP001925,2600,1717.0,99.0,300.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
LP001926,3704,2000.0,120.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP001931,4124,0.0,115.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
LP001935,9508,0.0,187.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP001936,3075,2416.0,139.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP001938,4400,0.0,127.0,360.0,0.0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP001940,3153,1560.0,134.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP001945,5417,0.0,143.0,480.0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
LP001947,2383,3334.0,172.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP001949,4416,1250.0,110.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
LP001953,6875,0.0,200.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
LP001954,4666,0.0,135.0,360.0,1.0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
LP001955,5000,2541.0,151.0,480.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
LP001963,2014,2925.0,113.0,360.0,1.0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
LP001964,1800,2934.0,93.0,360.0,0.0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
LP001972,2875,1750.0,105.0,360.0,1.0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
LP001974,5000,0.0,132.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
LP001977,1625,1803.0,96.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
LP001978,4000,2500.0,140.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP001990,2000,0.0,126.0,360.0,1.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
LP001993,3762,1666.0,135.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
LP001994,2400,1863.0,104.0,360.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
LP001996,20233,0.0,480.0,360.0,1.0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP001998,7667,0.0,185.0,360.0,1.0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
LP002002,2917,0.0,84.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002004,2927,2405.0,111.0,360.0,1.0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
LP002006,2507,0.0,56.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002008,5746,0.0,144.0,84.0,1.0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
LP002024,2473,1843.0,159.0,360.0,1.0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002031,3399,1640.0,111.0,180.0,1.0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
LP002035,3717,0.0,120.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP002036,2058,2134.0,88.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002043,3541,0.0,112.0,360.0,1.0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
LP002050,10000,0.0,155.0,360.0,1.0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
LP002051,2400,2167.0,115.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002053,4342,189.0,124.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
LP002054,3601,1590.0,126.0,360.0,1.0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
LP002055,3166,2985.0,132.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002065,15000,0.0,300.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
LP002067,8666,4983.0,376.0,360.0,0.0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
LP002068,4917,0.0,130.0,360.0,0.0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002082,5818,2160.0,184.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
LP002086,4333,2451.0,110.0,360.0,1.0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002087,2500,0.0,67.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002097,4384,1793.0,117.0,360.0,1.0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
LP002098,2935,0.0,98.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002100,2833,0.0,71.0,360.0,1.0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
LP002101,63337,0.0,490.0,180.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002103,9833,1833.0,182.0,180.0,1.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
LP002106,5503,4490.0,70.0,360.0,1.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
LP002110,5250,688.0,160.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LP002112,2500,4600.0,176.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
LP002113,1830,0.0,126.0,360.0,0.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1
LP002114,4160,0.0,71.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002115,2647,1587.0,173.0,360.0,1.0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
LP002116,2378,0.0,46.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002119,4554,1229.0,158.0,360.0,1.0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
LP002126,3173,0.0,74.0,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
LP002128,2583,2330.0,125.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
LP002129,2499,2458.0,160.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002130,3523,3230.0,152.0,360.0,0.0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
LP002131,3083,2168.0,126.0,360.0,1.0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
LP002137,6333,4583.0,259.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002138,2625,6250.0,187.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002139,9083,0.0,228.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002140,8750,4167.0,308.0,360.0,1.0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002141,2666,2083.0,95.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
LP002142,5500,0.0,105.0,360.0,0.0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0
LP002143,2423,505.0,130.0,360.0,1.0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002144,3813,0.0,116.0,180.0,1.0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
LP002149,8333,3167.0,165.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
LP002151,3875,0.0,67.0,360.0,1.0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
LP002158,3000,1666.0,100.0,480.0,0.0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
LP002160,5167,3167.0,200.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
LP002161,4723,0.0,81.0,360.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
LP002170,5000,3667.0,236.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP002175,4750,2333.0,130.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002178,3013,3033.0,95.0,300.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002180,6822,0.0,141.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
LP002181,6216,0.0,133.0,360.0,1.0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
LP002187,2500,0.0,96.0,480.0,1.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002188,5124,0.0,124.0,360.0,0.0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002190,6325,0.0,175.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
LP002191,19730,5266.0,570.0,360.0,1.0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002194,15759,0.0,55.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
LP002197,5185,0.0,155.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP002201,9323,7873.0,380.0,300.0,1.0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
LP002205,3062,1987.0,111.0,180.0,0.0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
LP002209,2764,1459.0,110.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002211,4817,923.0,120.0,180.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002219,8750,4996.0,130.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
LP002223,4310,0.0,130.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002224,3069,0.0,71.0,480.0,1.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002225,5391,0.0,130.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP002226,3333,2500.0,128.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002229,5941,4232.0,296.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002231,6000,0.0,156.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002234,7167,0.0,128.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
LP002236,4566,0.0,100.0,360.0,1.0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP002237,3667,0.0,113.0,180.0,1.0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
LP002239,2346,1600.0,132.0,360.0,1.0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
LP002243,3010,3136.0,126.0,360.0,0.0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
LP002244,2333,2417.0,136.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002250,5488,0.0,125.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002255,9167,0.0,185.0,360.0,1.0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0
LP002262,9504,0.0,275.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
LP002263,2583,2115.0,120.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002265,1993,1625.0,113.0,180.0,1.0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
LP002266,3100,1400.0,113.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP002272,3276,484.0,135.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP002277,3180,0.0,71.0,360.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002281,3033,1459.0,95.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002284,3902,1666.0,109.0,360.0,1.0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
LP002287,1500,1800.0,103.0,360.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002288,2889,0.0,45.0,180.0,0.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
LP002296,2755,0.0,65.0,300.0,1.0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
LP002297,2500,20000.0,103.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002300,1963,0.0,53.0,360.0,1.0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
LP002301,7441,0.0,194.0,360.0,1.0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0
LP002305,4547,0.0,115.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002308,2167,2400.0,115.0,360.0,1.0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
LP002314,2213,0.0,66.0,360.0,1.0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
LP002315,8300,0.0,152.0,300.0,0.0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
LP002317,81000,0.0,360.0,360.0,0.0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
LP002318,3867,0.0,62.0,360.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
LP002319,6256,0.0,160.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002328,6096,0.0,218.0,360.0,0.0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
LP002332,2253,2033.0,110.0,360.0,1.0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
LP002335,2149,3237.0,178.0,360.0,0.0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
LP002337,2995,0.0,60.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002341,2600,0.0,160.0,360.0,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
LP002342,1600,20000.0,239.0,360.0,1.0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
LP002345,1025,2773.0,112.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002347,3246,1417.0,138.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002348,5829,0.0,138.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002357,2720,0.0,80.0,360.0,0.0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
LP002361,1820,1719.0,100.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002362,7250,1667.0,110.0,360.0,0.0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
LP002364,14880,0.0,96.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002366,2666,4300.0,121.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002367,4606,0.0,81.0,360.0,1.0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0
LP002368,5935,0.0,133.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP002369,2920,16.12000084,87.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002370,2717,0.0,60.0,180.0,1.0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
LP002377,8624,0.0,150.0,360.0,1.0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
LP002379,6500,0.0,105.0,360.0,0.0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002386,12876,0.0,405.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002387,2425,2340.0,143.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002390,3750,0.0,100.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
LP002393,10047,0.0,126.0,240.0,1.0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
LP002398,1926,1851.0,50.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002401,2213,1125.0,126.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002403,10416,0.0,187.0,360.0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
LP002407,7142,0.0,138.0,360.0,1.0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
LP002408,3660,5064.0,187.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002409,7901,1833.0,180.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002418,4707,1993.0,148.0,360.0,1.0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0
LP002422,37719,0.0,152.0,360.0,1.0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
LP002424,7333,8333.0,175.0,300.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002429,3466,1210.0,130.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
LP002434,4652,0.0,110.0,360.0,1.0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
LP002435,3539,1376.0,55.0,360.0,1.0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002443,3340,1710.0,150.0,360.0,0.0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
LP002444,2769,1542.0,190.0,360.0,1.0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
LP002446,2309,1255.0,125.0,360.0,0.0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
LP002447,1958,1456.0,60.0,300.0,1.0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
LP002448,3948,1733.0,149.0,360.0,0.0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002449,2483,2466.0,90.0,180.0,0.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002453,7085,0.0,84.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0
LP002455,3859,0.0,96.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP002459,4301,0.0,118.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002467,3708,2569.0,173.0,360.0,1.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002472,4354,0.0,136.0,360.0,1.0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
LP002473,8334,0.0,160.0,360.0,1.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002478,2083,4083.0,160.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
LP002484,7740,0.0,128.0,180.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
LP002487,3015,2188.0,153.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
LP002489,5191,0.0,132.0,360.0,1.0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
LP002493,4166,0.0,98.0,360.0,0.0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
LP002494,6000,0.0,140.0,360.0,1.0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
LP002500,2947,1664.0,70.0,180.0,0.0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1
LP002501,16692,0.0,110.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002502,210,2917.0,98.0,360.0,1.0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
LP002505,4333,2451.0,110.0,360.0,1.0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
LP002515,3450,2079.0,162.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
LP002517,2653,1500.0,113.0,180.0,0.0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
LP002519,4691,0.0,100.0,360.0,1.0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
LP002522,2500,0.0,93.0,360.0,1.0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
LP002524,5532,4648.0,162.0,360.0,1.0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0
LP002527,16525,1014.0,150.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
LP002529,6700,1750.0,230.0,300.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP002530,2873,1872.0,132.0,360.0,0.0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
LP002531,16667,2250.0,86.0,360.0,1.0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
LP002533,2947,1603.0,126.0,360.0,1.0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
LP002534,4350,0.0,154.0,360.0,1.0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
LP002536,3095,0.0,113.0,360.0,1.0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
LP002537,2083,3150.0,128.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002541,10833,0.0,234.0,360.0,1.0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
LP002543,8333,0.0,246.0,360.0,1.0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
